Source,Expected Positive,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export)
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Ausdrückliche Zustimmung (""alles richtig gemacht"") mit mehrfachem Applaus-Emoji zur Tat des Ladenbesitzers (Hausverbot für Juden) ohne Bezug zum Urteil - billigt die Willkürmaßnahme gegen Juden als Gruppe.",lemmy5858,lemmy5858,72856271073,2026-06-02 08:31:39,0,Der Typ hat alles richtig gemacht!👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,no,18106546669947947,https://www.instagram.com/lemmy5858,https://www.instagram.com/p/DZDH8YstgWl/c/18106546669947947,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/483310781_649939557616203_1943785938941210543_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFQa_ORcgznTWl3TWbj3FtnjYxOsGUCnE2-yD54pfbRWzUX9a9bKpsKHC2gpwquD84&_nc_ohc=yZSXD_KcG2kQ7kNvwGKhEN8&_nc_gid=JOfFiewkUeFX5gdkAToNmQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAmYx_RtKXneOR8fN67tn7v073khcidnUSFDgwyTofGIQ&oe=6A6AFEF5&_nc_sid=0985b0,1924
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"'Ein Held' mit Israel-Flagge/Toilettensymbol als abwertender Bezug, billigt die Handlung und wertet die Gruppe herab.",rahima.neufeld3,rahima.neufeld3,1818969724,2026-06-02 13:08:04,0,Ein Held 👍‼️🇮🇱🚽,no,17935981296255151,https://www.instagram.com/rahima.neufeld3,https://www.instagram.com/p/DZDH8YstgWl/c/17935981296255151,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/463275770_520108054249067_5115236380789581698_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gF6Q6RFt7xnrGptOchvQ7rvAe-lXEYCVswutgVV2Iw1gRPQue5pPll7S1U2cyKb8Hg&_nc_ohc=kHDarYINuDYQ7kNvwGDyWy0&_nc_gid=UQSp5_q_w4lgaSB1vxizLA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAX6922ygHZFvdxWn0QuKrPjX25Uh8EmGVDugI2UB-1CQ&oe=6A6AF80E&_nc_sid=0985b0,2639
test-data3,true,hoch,§ 130 Abs. 1 StGB; § 185 StGB,Verhetzende Beleidigung,"""Richtiger goiym"" verwendet einen abwertenden jiddischen/antisemitischen Begriff im Kontext der Zustimmung zum antisemitischen Schild und der übrigen Thread-Kommentare.",marko.gina294,marko.gina294,64499518983,2026-06-02 23:31:18,0,@bine_13_w Richtiger goiym,no,17989894847994716,https://www.instagram.com/marko.gina294,https://www.instagram.com/p/DZDH8YstgWl/c/17989894847994716,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/751726597_17957929515150984_1059045747910810291_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gG3WQx_4-TV64xSFraF7HU2q0MqcVmj5Y7SEWX4Z77mAu4tbq5vv5IMXZWKI0mJoSs&_nc_ohc=s_1s36382ikQ7kNvwH69_oG&_nc_gid=RUbGex3PoUmqZPnsyVLwNg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBzc8nUDUjrCHb2zapm9NbI_Tyic5l4droM_BjYaJ_dBQ&oe=6A6AFC60&_nc_sid=0985b0,3750
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Ehrenmann' als Lob für den Täter der antisemitischen Aushängung.,maki.nist45,maki.nist45,48587185596,2026-06-02 12:54:40,0,Ehrenmann....❤️,no,18063100370466222,https://www.instagram.com/maki.nist45,https://www.instagram.com/p/DZDH8YstgWl/c/18063100370466222,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/571410194_18068590019617597_3475854892225876226_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MzIuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEzLi-XJ68h95Rd6yyRQ7ndEZxMZZCk2bBzyEo3AMJ5rWHZ3sv7D27NW2nrOnJvhGA&_nc_ohc=guKjhJ4F6q8Q7kNvwFgj0Tr&_nc_gid=hbdSeAVv6SC1TEvzFicUPw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAYRku3EVdljkZLgJwydthP6NQJ_DFEcbqmGF7YtW_MAQ&oe=6A6B04A1&_nc_sid=0985b0,2598
test-data3,true,mittel,§ 130 Abs. 1 StGB,Kollektivschuld,"Rechtfertigt die Diskriminierung von Juden pauschal mit dem ""Gaza Massaker"" und macht Juden als Gruppe kollektiv verantwortlich für Handlungen des Staates Israel.",marliessol,marliessol,4566960945,2026-06-02 21:38:14,0,Nach dem Gaza Massaker kann ich das voll und ganz verstehen.,no,18131652247595671,https://www.instagram.com/marliessol,https://www.instagram.com/p/DZDH8YstgWl/c/18131652247595671,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/503110423_18354927949152946_8609232610141446041_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE_cNcSO2qfGLAZ8ygOUJsiffrN3BhX-exemmTunhu2kadWKTpLPza4mr_YevnkrKs&_nc_ohc=jaKfZ9oVqxQQ7kNvwHPOL5G&_nc_gid=RcMBT0Msm-52mftmbJkokg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDewgzfKLespVXYIYBDIo-m8QVLOaLpRzE0gj6O2cD3fQ&oe=6A6B1812&_nc_sid=0985b0,3635
test-data3,true,mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"""good goy"" ist ein bekannter antisemitischer Code aus rechtsextremen/verschwörungsideologischen Kreisen, der jüdische Kontrolle über Nichtjuden (""Goyim"") unterstellt und Nutzer verspottet, die vermeintlich für jüdische Interessen eintreten.",dust1n.95,dust1n.95,4253414966,2026-06-02 09:30:06,0,@stefanhofi good goy,no,18107207560937784,https://www.instagram.com/dust1n.95,https://www.instagram.com/p/DZDH8YstgWl/c/18107207560937784,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/741637331_18449658484142967_2546875515628594655_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gE7_rT6ajdH3gKKPjp7A0cAy-BwBAnfJRpjU89bKUSgVSMmtnBN3HGKvdYX0USsf7A&_nc_ohc=TPIqYL5B0C8Q7kNvwE_wXIW&_nc_gid=qArDx4GYZJDqVLZtwCedpw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDKAMXHLv_2qS__KbxIu8odGsPmCIoYX_3shhiphIq04A&oe=6A6B1168&_nc_sid=0985b0,2080
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Behauptet, der Täter habe ""nichts falsch gemacht"" und billigt damit die Ausgrenzung von Juden als Gruppe.",gift.pilz19,gift.pilz19,69629098898,2026-06-01 23:14:28,0,Er hat nichts falsch gemacht,no,18084740663149534,https://www.instagram.com/gift.pilz19,https://www.instagram.com/p/DZDH8YstgWl/c/18084740663149534,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/583040307_17900421585322899_1622705251021573877_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFUKAu33TzZzCgXPLWy2oEhw0YrEuMTQXuS4gQHdVAFgSIiUwqpPaG8Gajvci1cmbU&_nc_ohc=hsqOY4pDFPEQ7kNvwEnLXDi&_nc_gid=3T7fI1Z1-_EndhbPna-6uQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA72wo8YSourFZnd89YKdBKrUjDKxm5qQrrRrh95koPCw&oe=6A6B1829&_nc_sid=0985b0,625
test-data3,true,hoch,§ 241 StGB; § 185 StGB,Bedrohung,'Und dich sollte man in der nächsten Müllentsorgung endlagern!' ist eine massive Entmenschlichung und Bedrohung gegen einen konkreten Nutzer.,ch.linshalm,ch.linshalm,72558639414,2026-06-02 18:08:47,0,Und dich sollte man in der nächsten Müllentsorgung endlagern!,no,18104910007791276,https://www.instagram.com/ch.linshalm,https://www.instagram.com/p/DZDH8YstgWl/c/18104910007791276,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/481003829_658646316600521_924411119919089298_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NDguYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHsWLF8rPrpJvENCbMzwz9maBORHn_VWZyXOIrjCcNH01biXqeMWvCYvYxw0EFXUJ8&_nc_ohc=AE1V2WetoeYQ7kNvwGKAp3l&_nc_gid=Oj6qDSNIGaWFuWrzD3NgDA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDer19a26ojIRtd6pIpRLUdOPSmWrH9cBpJAuwSYRA3qA&oe=6A6B0DBE&_nc_sid=0985b0,3300
data2,,,,,,hassoo_ib,hassoo_ib,745195207,2026-06-02 12:56:27,0,King,no,17878438053665654,https://www.instagram.com/hassoo_ib,https://www.instagram.com/p/DZDH8YstgWl/c/17878438053665654,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/531996223_18519003850043208_4030729783922036443_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gEzLi-XJ68h95Rd6yyRQ7ndEZxMZZCk2bBzyEo3AMJ5rWHZ3sv7D27NW2nrOnJvhGA&_nc_ohc=p0pi0j8KxGAQ7kNvwED4G3g&_nc_gid=hbdSeAVv6SC1TEvzFicUPw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCRTTpspvJ6BHO0qt8DXPdA-3a9cqP31Gzsf7-1moguAQ&oe=6A6AF5E8&_nc_sid=0985b0,
data2,,,,,,m4.golden,m4.golden,57099168336,2026-06-02 01:39:36,0,Ehre,no,18107713279745986,https://www.instagram.com/m4.golden,https://www.instagram.com/p/DZDH8YstgWl/c/18107713279745986,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/432766863_1068479977787711_7276615398692948841_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MzcuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gE7ph9RLmoqayOiqdvrItJZIFCiBUdqGoAhcaOPdqRWDDhsUm06tXjG1yugRxnz8j8&_nc_ohc=TSmH2lt8BFoQ7kNvwEMoWym&_nc_gid=2aWIg5O-dyNAHJF8uLPhXA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCYdTGux0IC0kGcaJktKxdnAhIKtqxM6ghEo5tnWU5VHQ&oe=6A6AF8CD&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Behauptet, der Täter habe ""nichts falsch gemacht"", und billigt damit die als Volksverhetzung gewertete Handlung.",herrsingh01,herrsingh01,4346873186,2026-06-01 23:08:28,0,Bro hat nichts falsch gemacht,no,18049079633774502,https://www.instagram.com/herrsingh01,https://www.instagram.com/p/DZDH8YstgWl/c/18049079633774502,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/539568354_18365668525145187_8736154331165285225_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGoRh-mGgodevo4QlLspcX7B8PahW0b8SB6NS1m_8fonqYph2qz5QBeTw_2RxmZW1Y&_nc_ohc=FKcsdtcUGw4Q7kNvwFDpbDN&_nc_gid=vgJ0G_fMNYvbt8D-6xUDjQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDtBKiYzk3eggJlkpYAzYKKfRbOHKWILHt71AXqOLipOw&oe=6A6B16A4&_nc_sid=0985b0,595
test-data3,true,hoch,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Ausdrückliche Forderung ""Antisemitismus muss gefördert werden"" ist eine unmittelbare Aufstachelung zum Hass gegen Juden.",mxmrnr064,mxmrnr064,3023877902,2026-06-04 09:37:36,0,@stefanhofi Antisemitismus muss gefördert werden,no,17894804622468098,https://www.instagram.com/mxmrnr064,https://www.instagram.com/p/DZDH8YstgWl/c/17894804622468098,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/734685178_18478160962101903_4055761834688251133_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGUeJcuVmyqGRCM0TfHZl0y1lEhj00N9rIhoSCb2OS9SVl59qKqIKnys0CDVIOYAJQ&_nc_ohc=Cv-RSMlKOcMQ7kNvwEJT0Oo&_nc_gid=wb4u7MoWyZdllDXqssWUOA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAiw3RJjjDTbbMF8R6veVptgRp60XlPh6hu32sI0c92pQ&oe=6A6B18AD&_nc_sid=0985b0,4113
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Ehrenmann"" - billigende Zustimmung zur Handlung des Ladenbesitzers.",yusuf0350k,yusuf0350k,5052399554,2026-06-02 09:07:56,0,Ehrenmann,no,18025126997655029,https://www.instagram.com/yusuf0350k,https://www.instagram.com/p/DZDH8YstgWl/c/18025126997655029,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/261272444_392508702621591_6951475916113781131_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFCPh_ssheGUGCYZNOUMykPKQ2d5bK3toPv4etkt0tymGbSl9El7J8EYsi38yjSoGQ&_nc_ohc=YStUTgHWhXQQ7kNvwGAz7rj&_nc_gid=EmjBLA2Ls_dKdfny49VMZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDj-KLSs5nuy0D688RNf6K0MpY-r_rfxiTLjQvxngte5w&oe=6A6AED13&_nc_sid=0985b0,2013
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Ehrenmann"" als Lob für den wegen Volksverhetzung Verurteilten billigt dessen Willkürmaßnahme gegen Juden.",dogancili1926,dogancili1926,40020204961,2026-06-01 22:52:39,0,Ehrenmann 👏,no,17882295636591942,https://www.instagram.com/dogancili1926,https://www.instagram.com/p/DZDH8YstgWl/c/17882295636591942,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/218166130_529587835155535_212318280263461_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gGqzGKEOIV7JTFCvlWvdDfuGyj5_oW600tdZLriczK1ZKHcc2mJl8GvcXmKtuD7_Nw&_nc_ohc=F39IXD6Hn70Q7kNvwFvXBVB&_nc_gid=xiRHOO1PjwLqCKxzbVw8hQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQABOQI7o0AdBPPU6nJRgMHZUGrMrKNbM2u9c1wCZ0gKpQ&oe=6A6B174E&_nc_sid=0985b0,506
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Bezeichnet die Handlung als 'alles richtig gemacht' und rahmt das Hausverbot gegen Juden als bloße Meinungsäußerung, billigt damit die Willkürmaßnahme.",neyh.58,neyh.58,1937173207,2026-06-02 11:44:23,0,Er hat alles richtig gemacht. Die eigene Meinung vertreten… ist dann eine Straftat wenn es um die geht!,no,18083268197173246,https://www.instagram.com/neyh.58,https://www.instagram.com/p/DZDH8YstgWl/c/18083268197173246,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/568824540_18502635163069208_1345843800248390203_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gH50YIUgJwQ85dTO2AE7jRUaMuoMK4xTGF7AKp3UK3-x60l8ejXT2WaHy4-P3Z7y1A&_nc_ohc=kpSgjU-u870Q7kNvwGuiSB4&_nc_gid=HmmqaAQNKT5EEpeWjiuJAg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDAIpydJJkFumOjwAq5_nsjAm7uxAH7SGTtEEHFXTFF-w&oe=6A6B0BB8&_nc_sid=0985b0,2433
test-data3,true,mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Verwendet den antisemitischen Kampfbegriff 'good goy' im Kontext der Diskussion, abwertender Code gegen Nichtjuden, die sich gegen Antisemitismus positionieren, verhöhnt diese als unterwürfig.",daniel__k.2,daniel__k.2,76460636764,2026-06-02 13:53:23,0,@stefanhofi good goy,no,18093011285599657,https://www.instagram.com/daniel__k.2,https://www.instagram.com/p/DZDH8YstgWl/c/18093011285599657,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/687382090_17886274407548765_5254569060363523990_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gFsZamjER4JTrapvAdLWKy6OGsTRI8sYhvrtNbPfVOlO9_bmniLvlDmUjXa3CE8dAE&_nc_ohc=pkKkvEsMgaQQ7kNvwGtFH-f&_nc_gid=rFRXkwMfudjLSQofWKirww&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA03pN0ib_OFZ0lBK5OLIFiohmB-44cx3JBEp0PzhX8ZQ&oe=6A6B0061&_nc_sid=0985b0,2752
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Ausdrückliches Lob für den 'Mut' des Täters, die Juden ausschließende Aussage öffentlich zu machen, billigt eine Willkürmaßnahme gegen eine Gruppe.",judithkunzli,judithkunzli,7737722970,2026-06-02 11:33:29,0,Einer der Mut hat👏👏👏👏,no,18104543527803346,https://www.instagram.com/judithkunzli,https://www.instagram.com/p/DZDH8YstgWl/c/18104543527803346,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/31977664_1836428056408804_7220414077019881472_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gH50YIUgJwQ85dTO2AE7jRUaMuoMK4xTGF7AKp3UK3-x60l8ejXT2WaHy4-P3Z7y1A&_nc_ohc=fyG3j6Bx7xIQ7kNvwEJEAFi&_nc_gid=HmmqaAQNKT5EEpeWjiuJAg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBrLvLpuq14lsbLmG8CdWZ_HRYRjJeM-Gl0eFRIuff0xQ&oe=6A6AFC99&_nc_sid=0985b0,2409
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,"Fordert einen Kritiker auf, nach Israel auszuwandern, was eine kollektive Zuschreibung und abwertende Assoziation mit Juden/Israel als Gruppe suggeriert.",zer0d0wn1337,zer0d0wn1337,48752334885,2026-06-02 16:15:27,0,na dann ab nach Israel mit Dir! Da kannst du dann glücklich und zufrieden leben und musst dich nicht mehr über Deutschland aufregen.,no,18080910617174543,https://www.instagram.com/zer0d0wn1337,https://www.instagram.com/p/DZDH8YstgWl/c/18080910617174543,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/749846217_18049601654630886_7240040672756353518_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGsidG6wEDwaqutxiiBygBKjEAuNSolVLVCurhpTyZz-vInSp2Yv4pKdZ5tl2uz7zc&_nc_ohc=IqSINWY8TFoQ7kNvwGhOiDN&_nc_gid=1Ft56g8RuwqE2MIDpeP0oQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDsgcLL4dy9jbsUoCSWIIMAcdnqDkqtbi__pLOoGR8wTg&oe=6A6B0A9F&_nc_sid=0985b0,3085
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Erklärt das Handeln des Täters für ""völlig richtig"" im Kontext des Hausverbotsschilds gegen Juden.",stranzingerleopold,stranzingerleopold,77861343334,2026-06-02 21:19:04,0,Es ist sein Laden und da kann er selber bestimmen wer rein darf und nicht er hat föllig richtig gehandelt,no,18328714051249577,https://www.instagram.com/stranzingerleopold,https://www.instagram.com/p/DZDH8YstgWl/c/18328714051249577,https://scontent-gru1-1.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-gru1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gGbVnAEJhKqt6AGZu1S8xsSTS_MFPViDCko6KeK_Nz4IntnVvdZRb5W6osuuVagUZ4&_nc_ohc=vUGxye7DTtYQ7kNvwGSO_vk&_nc_gid=Oa0CWn5ShSnQGKRbTwwqTw&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQDV3uSOh2_dBmABHbOM4luyprptQIughn3tDBT_HY2O4g&oe=6A6B08EA&_nc_sid=65462d,3601
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Bester Man Hero' als Auszeichnung für den Täter der antisemitischen Aushängung.,the_one_official_memoo,the_one_official_memoo,69773508558,2026-06-02 14:13:42,0,Bester Man Hero,no,18084186914150104,https://www.instagram.com/the_one_official_memoo,https://www.instagram.com/p/DZDH8YstgWl/c/18084186914150104,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/756589884_17935693614324559_6752006467623322083_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gGBIpQyJ40zB-5e2JJNHgpKYQvFbUWoesJlUPrIKpjr71XBTfb2BFPE6kNWzmiZV-E&_nc_ohc=KDiBZc4uGowQ7kNvwEkj4RQ&_nc_gid=1I12LAon-7FddfyBWv8UsA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDmMPhcE-pFEw7k9adAxEexvjEQBhzNHb2kTVbLzy3TjA&oe=6A6B0BA1&_nc_sid=0985b0,2800
test-data3,true,mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"""Ich verkaufe nichts an Mosl...."" ist die eigene Ankündigung, eine Gruppe wegen Religion/Ethnie kollektiv vom Geschäftsverkehr auszuschließen, analog zur verurteilten Tat.",marco_meierhoefer91,marco_meierhoefer91,61382177576,2026-06-02 05:13:41,0,Ich verkaufe nichts an Mosl....,no,17897321523462048,https://www.instagram.com/marco_meierhoefer91,https://www.instagram.com/p/DZDH8YstgWl/c/17897321523462048,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/608102578_17960188206041577_5246456012498253964_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHW7-wXBrtZg3vrB8iz5sXRICPmu-9TTlbPEaLUn3r80JaF0trJH49hwjM6sMTCWyI&_nc_ohc=AgZ_NHUO8DkQ7kNvwF1m2FW&_nc_gid=t0AM2WOyNxNBjO_BAX0jUg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC-V8kcTzdhDkK2eK2CpvKUwp14wFyAm9e8W5NGlweEvg&oe=6A6B1E75&_nc_sid=0985b0,1686
