Evaluation Group,Expected Relevant,Expected Discrimination,Source,Review Reason,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export),Translated Comment
positive,true,ambiguous,data-positive,"""Free my man"" solidarisiert sich mit dem wegen Volksverhetzung Verurteilten.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Free my man"" solidarisiert sich mit dem wegen Volksverhetzung Verurteilten.",jasondingeling,jasondingeling,71282933367,2026-06-01 23:55:08,0,Free my man 🙌🔥,no,18104521225795205,https://www.instagram.com/jasondingeling,https://www.instagram.com/p/DZDH8YstgWl/c/18104521225795205,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/729988410_17921010579381368_3387505781033672597_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGlu2TtakB1xDbKfi4BNo0-s4dfM1nw6YA9byPcv6ChWsXQQi-QgihF67qfIFPkC0M&_nc_ohc=EikpQrvvqY0Q7kNvwFYhbtl&_nc_gid=87l8pkCwb9zk7FPavy2aYg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDXNPL0kD9Ajz_54hhKSLF8A6RZp44domUbZvNXCDyR2A&oe=6A6AED6D&_nc_sid=0985b0,867,Free my man 🙌🔥
positive,true,true,data-positive,"""Alles richtig gemacht"" - billigende Zustimmung zur Handlung (Hausverbot für Juden) des Ladenbesitzers.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Alles richtig gemacht"" - billigende Zustimmung zur Handlung (Hausverbot für Juden) des Ladenbesitzers.",ayuecel1213,ayuecel1213,65535262039,2026-06-02 09:08:14,0,Alles richtig gemacht ….,no,17865112065688465,https://www.instagram.com/ayuecel1213,https://www.instagram.com/p/DZDH8YstgWl/c/17865112065688465,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/710264529_17947430286190040_5965039088302439813_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gFCPh_ssheGUGCYZNOUMykPKQ2d5bK3toPv4etkt0tymGbSl9El7J8EYsi38yjSoGQ&_nc_ohc=QpiKvzCWFbgQ7kNvwENlmus&_nc_gid=EmjBLA2Ls_dKdfny49VMZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBYwRH63LtfOy3B9XgqHfSfsem11AxeN8FGWtmKyzKBkA&oe=6A6AE97C&_nc_sid=0985b0,2015,Did everything right ….
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,pookish420,pookish420,71687997780,2026-06-01 22:56:45,0,Haftstrafe von einem Halben Jahr ist schon Brutal,no,18101626457015117,https://www.instagram.com/pookish420,https://www.instagram.com/p/DZDH8YstgWl/c/18101626457015117,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/706218787_17915664231389781_475680374235884300_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41MDEuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGBum1Q58BRswcyt4o1w_rn4dUKv6nWE7wP7dawIJHPDPzILJCw7YNie2X0hWoHFyQ&_nc_ohc=nSCJE0ahUKUQ7kNvwH7yTLS&_nc_gid=fcwYkie5ESBIkVsKnfz4GQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC-9ViwMDU8b9FrPlYcOYRLchagSm3hu8PrCWYppSPqBg&oe=6A6B0E87&_nc_sid=0985b0,,A prison sentence of half a year is already brutal.
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,botschafter2025,botschafter2025,77236706015,2026-06-02 20:53:16,0,Wie in den 1930ern,no,17880137226447590,https://www.instagram.com/botschafter2025,https://www.instagram.com/p/DZDH8YstgWl/c/17880137226447590,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/730520888_17889358008570016_2951307640373671797_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gGrJKeuMTfTuMA_-VtYbwwYmwHIRRUVv54fIYXckJgPuRnQlQNVP_97Fp78u0W_DP4&_nc_ohc=n7v_kEhd_vQQ7kNvwFIMQlf&_nc_gid=C7bL2BjTUILkjsEm0q5plw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC5tCC9IRL64Nc_UvIEp8vAL--gvdkjdCcapkQJ6Xox8A&oe=6A6B074E&_nc_sid=0985b0,,Like in the 1930s
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,byannie.c,byannie.c,9238937537,2026-06-01 22:01:58,0,"Für alle, die das Problem nicht verstehen (erschreckend viele, wie ich aus den Kommentaren schließe): in Deutschland ist kein Platz für Rassismus. Deutschland steht für Gleichberechtigung. Es gibt aus guten Gründen keine Rassentrennung mehr und genau das ist sowas. Früher gab es Läden, Toiletten usw. für bestimmte Personengruppen, was auch damals absoluter Quatsch war und da sollten wir nie wieder hin kommen. Wenn ein Ladenbesitzer seine politische Meinung kundgeben will (was sein gutes Recht ist!), kann er das tun ohne Diskriminierung. Beispielsweise Flaggen sind eine Möglichkeit, aber auch legale Sprüche, Karikaturen, Symbole, Kleidung oder er verkauft entsprechende Produkte.",no,18090798302369126,https://www.instagram.com/byannie.c,https://www.instagram.com/p/DZDH8YstgWl/c/18090798302369126,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/280686868_584984936011911_8184480500228222764_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFAZ-ysVyrD8Xv_nBHi5GoqUXSDhDlyaAN8XZYSEmj8jIRZNWSiC1wl6KLQoe7jSrE&_nc_ohc=Ej5hVwI4T4wQ7kNvwEJMiP5&_nc_gid=rYspcJoPxcxq_LnNtHIiAA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBdS0UMx6yXI4kTcuOqFrMu8thSLsxNp5oxBCX2dgdIZg&oe=6A6B12E0&_nc_sid=0985b0,,"For all those who don't understand the problem (frighteningly many, as I gather from the comments): there is no place for racism in Germany. Germany stands for equality. For good reasons, there is no more racial segregation, and that's exactly what this is. In the past, there were shops, restrooms, etc. for certain groups of people, which was absolute nonsense even back then, and we should never go back to that. If a store owner wants to express his political opinion (which is his good right!), he can do so without discrimination. For example, flags are one option, but also legal slogans, caricatures, symbols, clothing, or he sells corresponding products."
positive,true,false,data-positive,"Behauptung, die Richterin werde 'von Israel bezahlt', ist eine antisemitische Verschwörungserzählung über jüdisch/israelische Einflussnahme auf die Justiz.",mittel,§ 130 Abs. 1 StGB,Sonstiges,"Behauptung, die Richterin werde 'von Israel bezahlt', ist eine antisemitische Verschwörungserzählung über jüdisch/israelische Einflussnahme auf die Justiz.",salvich7,salvich7,79576813186,2026-06-02 16:27:50,0,die Richterin wird von ISRAEL bezahlt,no,17966732550083047,https://www.instagram.com/salvich7,https://www.instagram.com/p/DZDH8YstgWl/c/17966732550083047,https://instagram.fqrc2-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fqrc2-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gGEL-hCppNGuoO6YZMk5i1feOJDel6ykl0CzVi-bl7J7UQAcn6W2WCGRpCbwQiOtsE&_nc_ohc=vUGxye7DTtYQ7kNvwF3tvkc&_nc_gid=7ZI5clEwdZcpGhJUBpoD7A&edm=AL4D0a4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQD2TGIG4Nc3SFwZz5Go6Uzz7eWj537HXHJqVgzumMPe8w&oe=6A6B08EA&_nc_sid=9e8221,3110,the judge is paid by ISRAEL
positive,true,true,data-positive,"Erklärt, selbst genauso zu handeln und bezeichnet die Aktion als ""Hammer Aktion""; billigt ausdrücklich die Nachahmung der diskriminierenden Handlung.",mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Erklärt, selbst genauso zu handeln und bezeichnet die Aktion als ""Hammer Aktion""; billigt ausdrücklich die Nachahmung der diskriminierenden Handlung.",natyaretia,natyaretia,48489028140,2026-06-02 01:35:15,0,Würde das bei meinem Laden genauso machen!!! Hammer Aktion,no,18113408416841576,https://www.instagram.com/natyaretia,https://www.instagram.com/p/DZDH8YstgWl/c/18113408416841576,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/753381716_18098218622620141_3723444878854245014_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGxS6S0mFeiim_iEpNQqAAkM_oXWrox0S1v0AIaHYVylAjhfZx_gxcoGlTtRb37hok&_nc_ohc=vcSnc8l03UQQ7kNvwExKMeS&_nc_gid=22-tlho5iaWT-8CyqMAZ4A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBgtzGZ4F9wNEPOTqKqrS-hYDXaK493ZRhhdLkBBV-40w&oe=6A6AEF09&_nc_sid=0985b0,1285,Would do the same at my store!!! Awesome action
positive,true,false,data-positive,"Pauschale Zuschreibung, ""das Volk"" (Israelis/Juden) quäle andere Menschen und müsse an den Pranger gestellt werden – Kollektivschuldvorwurf gegen eine Gruppe.",mittel,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Pauschale Zuschreibung, ""das Volk"" (Israelis/Juden) quäle andere Menschen und müsse an den Pranger gestellt werden – Kollektivschuldvorwurf gegen eine Gruppe.",dennibalte_0,dennibalte_0,60779910687,2026-06-01 23:05:55,0,"@wenzel_weiden richtig so, man kann die israelische Politik und das Volk was andere Menschen quält, nicht oft genug an den pranger stellen.",no,18228400219315903,https://www.instagram.com/dennibalte_0,https://www.instagram.com/p/DZDH8YstgWl/c/18228400219315903,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/361129483_1224538114911396_3068830362121313238_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGoRh-mGgodevo4QlLspcX7B8PahW0b8SB6NS1m_8fonqYph2qz5QBeTw_2RxmZW1Y&_nc_ohc=K3L6MFG9yncQ7kNvwFaXNb5&_nc_gid=vgJ0G_fMNYvbt8D-6xUDjQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDr_2E_sp4XpAqxUDq5ga0DnXtLZuDBlhZJEOhibXoj9A&oe=6A6B1E37&_nc_sid=0985b0,587,"@wenzel_weiden rightly so, one cannot denounce Israeli policy and the people who torment others often enough."
positive,true,true,data-positive,Pauschale Aussage 'Bei euch Deutschen läuft eindeutig alles falsch was Israel angeht' im Kontext der Verteidigung des Täters transportiert eine Kollektivzuschreibung mit antisemitischem Unterton.,mittel,§ 130 Abs. 1 StGB,Sonstiges,Pauschale Aussage 'Bei euch Deutschen läuft eindeutig alles falsch was Israel angeht' im Kontext der Verteidigung des Täters transportiert eine Kollektivzuschreibung mit antisemitischem Unterton.,meelll.pskn,meelll.pskn,24337590248,2026-06-02 17:16:03,0,Hat er ein online Shop ? Würde ihn gerne unterstützen 🫶🏼 sein Laden seine Regeln. Bei euch Deutschen läuft eindeutig alles falsch was Israel angeht. Alle haben es kapiert nur ihr nicht. Wahnsinn 🤯,no,17942656881227857,https://www.instagram.com/meelll.pskn,https://www.instagram.com/p/DZDH8YstgWl/c/17942656881227857,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/747778080_18121916353814249_7740849551982330129_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHt__tREKYcCMMuOaGCljeU_xPwkIPljq4iOH5pKt1weU5n5p-LkUGRTGCSpPoQ64M&_nc_ohc=hlL9UombU3YQ7kNvwElauVW&_nc_gid=2l7qqZ3syR0T4r6F69pfqg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA_F9VU3m6JDjgx1LEbOA9NRTqP-4fbmBvM3Sh6qjeRMQ&oe=6A6AF0F9&_nc_sid=0985b0,3213,"Does he have an online shop? I would like to support him 🫶🏼 his shop, his rules. With you Germans, clearly everything is wrong when it comes to Israel. Everyone has understood it, only you haven't. Crazy 🤯"
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,habitat9855,habitat9855,32026582522,2026-06-01 22:32:51,0,@meinas.knk Wut-Köder*,no,18107131603858870,https://www.instagram.com/habitat9855,https://www.instagram.com/p/DZDH8YstgWl/c/18107131603858870,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/698705632_18092639744070523_4021816324802430443_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxyvHcYDHwYOqQhbrGyX5lvuRiIzTmLa-IN2H8TGoutZ_mVbngtKkALW63ZFVsAv8&_nc_ohc=53JZeMDqRu8Q7kNvwGAth0L&_nc_gid=iky_bkw_Yq1PXuLyWlf_fg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBMfrHafH3nG6PaAeF4FW8f_hS4uauNWCCFT65BAv4JiA&oe=6A6B08D9&_nc_sid=0985b0,,@meinas.knk Rage-bait*
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,the_lukas_from_sh,the_lukas_from_sh,5555921573,2026-06-02 08:38:32,0,Leuten wegen ihrer Religion den Zutritt zu verbieten ist aber auch echt gottlos.,no,18110790760918963,https://www.instagram.com/the_lukas_from_sh,https://www.instagram.com/p/DZDH8YstgWl/c/18110790760918963,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/414482516_735665691465926_255912472889105138_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFQa_ORcgznTWl3TWbj3FtnjYxOsGUCnE2-yD54pfbRWzUX9a9bKpsKHC2gpwquD84&_nc_ohc=s4hSRxG_A8MQ7kNvwFHjHqa&_nc_gid=JOfFiewkUeFX5gdkAToNmQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBbelPb4vMHHyhPZAgWeYFtCElCkwaSigJeDC-U38m1sA&oe=6A6B0D06&_nc_sid=0985b0,,Banning people entry because of their religion is also really godless.
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,gsdvjjcf,gsdvjjcf,29899614634,2026-06-02 21:13:20,0,@fa8ians Ist auch inakzeptabel wenn man es mit Russen macht.,no,18009511259877082,https://www.instagram.com/gsdvjjcf,https://www.instagram.com/p/DZDH8YstgWl/c/18009511259877082,https://scontent-gru2-1.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-gru2-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gHu7HarRogYupHLGFZMY0UBUxJtaPwet5sVDWGf5NKmE-tUX6BMThuFHj8duqX1nJ-dpjBrm9Nbq4oFPl6waHHE&_nc_ohc=vUGxye7DTtYQ7kNvwGGxJhf&_nc_gid=625uc7x8lwrMcRi2EEQUtQ&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQC_VHLU85uS8tLA7zSTK1CVbWi8Zc2V0aJV0cYorjyCpQ&oe=6A6B08EA&_nc_sid=65462d,,@fa8ians That is also unacceptable when done with Russians.
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,sinan_abu_asly,sinan_abu_asly,342844104,2026-06-01 22:24:03,0,@selimrindlisbacher Achso? Religions Freiheit ? Als das Kopf Tuch an Schulen verboten wurde gab’s da nicht Artikel 3 du bot ?,no,17976124434018927,https://www.instagram.com/sinan_abu_asly,https://www.instagram.com/p/DZDH8YstgWl/c/17976124434018927,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/726827360_18597826132060105_8177074004754776076_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGJXolTUc0KexWvAvJ2JPq5E0LBTFxw2Do9cO4OK8cCFS0HsGKvYNuXgq81UrRbCDA&_nc_ohc=Hqd173PQ7qQQ7kNvwFir85O&_nc_gid=ckypQhb4cNtTJ0o4exaV9g&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAqLhc09BtMtP5y1ESIYlfDWdK-udKRJ111xo1-p71dUg&oe=6A6B0E26&_nc_sid=0985b0,,"@selimrindlisbacher Oh, I see? Religious freedom? When headscarves were banned in schools, wasn't there Article 3, you bot?"
positive,true,true,data-positive,"Vorschlag ""Deutsche haben hier Hausverbot"" als vermeintlich unproblematisches Gegenbeispiel relativiert die Tat und impliziert Zustimmung zur ursprünglichen Ausgrenzung von Juden.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Vorschlag ""Deutsche haben hier Hausverbot"" als vermeintlich unproblematisches Gegenbeispiel relativiert die Tat und impliziert Zustimmung zur ursprünglichen Ausgrenzung von Juden.",7_totty_5,7_totty_5,7390781932,2026-06-03 23:11:30,0,"Hätte mal lieber Deutsche haben hier Hausverbot hin schreiben sollen, dann hätte er einen Orden bekommen😂😂😂😂 Mein Laden, meine Regeln.",no,18103888666825876,https://www.instagram.com/7_totty_5,https://www.instagram.com/p/DZDH8YstgWl/c/18103888666825876,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gGyA98odFEtW2ccwIDLy1hnizFwEM8ONqvnLjzyakcC4V1ncL8a0vTBdgcY0agN3_o&_nc_ohc=vUGxye7DTtYQ7kNvwHyWyhS&_nc_gid=hILzAvhfkPtayxz_rPPOvw&edm=AI-cjbYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQDYIzEawyR0vhOAZZ2Jn9kO1JbhP_R34zNeJCC1KJEggw&oe=6A6B08EA&_nc_sid=0985b0,4078,"He should have just put a sign up saying Germans have a ban from the premises, then he would have gotten a medal😂😂😂😂 My shop, my rules."
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,0_eike,0_eike,2134912713,2026-06-02 09:18:56,0,VOLKSverhetzung auf Religionen anwenden. Wer kennt es nicht. Wir lieben „dEmOkRaTiE“ und unseren widersprüchlichen Gesetze so sehr :),no,18322368271286080,https://www.instagram.com/0_eike,https://www.instagram.com/p/DZDH8YstgWl/c/18322368271286080,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/643556070_18537328537064714_1383598252625579424_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gE7_rT6ajdH3gKKPjp7A0cAy-BwBAnfJRpjU89bKUSgVSMmtnBN3HGKvdYX0USsf7A&_nc_ohc=j7_ybXVg3XAQ7kNvwFhAQtL&_nc_gid=qArDx4GYZJDqVLZtwCedpw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDdSGXwIILlDZfTl5jQ7lKHlxE0ggJFtTOtkm-EpEUn5Q&oe=6A6AF651&_nc_sid=0985b0,,"Apply hate speech laws to religions. Who doesn't know it. We love our ""dEmOcRaCy"" and our contradictory laws so much :)"
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,bennycaipi,bennycaipi,1759529894,2026-06-02 02:06:48,0,Für was? Für einen Rassist??,no,18080642591194470,https://www.instagram.com/bennycaipi,https://www.instagram.com/p/DZDH8YstgWl/c/18080642591194470,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/348470599_1737974703286673_5446430480881885804_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42MzcuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gGmZljf3BRSkO170gxDqy8p7kf534XqM2D6DhQdi-oNo6Z_QJz8j7mTaiR1Gq8F0s8&_nc_ohc=lQY5Y1Dle24Q7kNvwGyk1iL&_nc_gid=PJ6l6j7NIIk05K7-0E5qPA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAkmqyaVrzdrW2lsSFvV-FUMgHJlcw8MKdyelXoe4d10g&oe=6A6B03A8&_nc_sid=0985b0,,For what? For a racist??
positive,true,false,data-positive,"""goyim comment section"" verwendet abwertend den antisemitischen Code ""goyim"" zur Beschreibung der Kommentarspalte im Kontext einer Verschwörungsnarrative.",mittel,§ 130 Abs. 1 StGB,Verhetzende Beleidigung,"""goyim comment section"" verwendet abwertend den antisemitischen Code ""goyim"" zur Beschreibung der Kommentarspalte im Kontext einer Verschwörungsnarrative.",ayerbse_,ayerbse_,8943838115,2026-06-02 04:54:15,0,goyim comment section,no,18103887817963021,https://www.instagram.com/ayerbse_,https://www.instagram.com/p/DZDH8YstgWl/c/18103887817963021,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/90087154_244559289908325_6977560627350863872_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHW7-wXBrtZg3vrB8iz5sXRICPmu-9TTlbPEaLUn3r80JaF0trJH49hwjM6sMTCWyI&_nc_ohc=zSf--ykRRmoQ7kNvwF9pEUR&_nc_gid=t0AM2WOyNxNBjO_BAX0jUg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAqdRvHXGvVZzJy8ZYP4mfiWvTF1_ZHukYmIEnpIrLUQg&oe=6A6AE763&_nc_sid=0985b0,1674,goyim comment section
positive,true,true,data-positive,"""hausverbot sollte ganz Deutschland"" - fordert sinngemäß ein flächendeckendes Hausverbot (für Juden/Israelis) in ganz Deutschland, billigt eine Willkürmaßnahme gegen die Gruppe.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""hausverbot sollte ganz Deutschland"" - fordert sinngemäß ein flächendeckendes Hausverbot (für Juden/Israelis) in ganz Deutschland, billigt eine Willkürmaßnahme gegen die Gruppe.",kufiyagreywolf12,kufiyagreywolf12,80435427316,2026-06-02 11:09:00,0,hausverbot sollte ganz Deutschland,no,18526239880076196,https://www.instagram.com/kufiyagreywolf12,https://www.instagram.com/p/DZDH8YstgWl/c/18526239880076196,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/619543633_17842731747683317_4163875101802607871_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zOTkuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHia8Yh3qoxoqarGyfnQHd_wftAJ5frTE1Bjp13tEazbLrA1ijPDf5pvmfssQ36gBg&_nc_ohc=o1Q_4lmtz-oQ7kNvwHk0mpG&_nc_gid=4mjOLn7T8uS-RCIt-KYuMA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA9jICnZ7iBs9Zj3-1KzjgvLY1ntZjM1PWHuwTry5vk0Q&oe=6A6B11C5&_nc_sid=0985b0,2338,house ban should apply to all of Germany
positive,true,ambiguous,data-positive,Lob des Täters als 'Mensch mit Charakter' im Kontext der Zustimmung zum antisemitischen Schild.,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,Lob des Täters als 'Mensch mit Charakter' im Kontext der Zustimmung zum antisemitischen Schild.,maha.mnf,maha.mnf,7097601694,2026-06-02 12:16:22,0,Mensch mit Charakter 👍❤️,no,17938952937253747,https://www.instagram.com/maha.mnf,https://www.instagram.com/p/DZDH8YstgWl/c/17938952937253747,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/318604976_190005310241253_816914638877079535_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40NzkuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHSNgVdxSW1Dnu5cd7ZvImHuymOMxg9A1sd_Qfp_9FdydaAPs-x7jzp0mAnFBi_Z6Y&_nc_ohc=2obQdlY73lAQ7kNvwGHEhZs&_nc_gid=Yq9FCrvLFs9-8HZ6ejaPMQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQB5zbOKl7-3wTZO4KBFUUcdsq08orDEJHIDS-BbK8l2mg&oe=6A6AFAE7&_nc_sid=0985b0,2498,Person with character 👍❤️
